,labelId,imageId,taskId,labelName,taskName,tasknum,task1,task2
60408,362,41065,13,hoodies,outerwear:type,2,outerwear,type
60409,266,41065,39,pullover,outerwear:closure type,2,outerwear,closure type
60410,196,41066,14,prom,dress:occasion,2,dress,occasion
60411,351,41066,12,above knee,dress:length,2,dress,length
60412,122,41066,14,cocktail,dress:occasion,2,dress,occasion
60413,249,41067,24,scratched,pants:decoration,2,pants,decoration
60414,372,41068,19,double,outerwear:collar,2,outerwear,collar
60415,183,41069,23,jeans,pants:type,2,pants,type
60416,306,41069,26,denim jeans,pants:material,2,pants,material
60417,4,41070,40,women,dress:gender,2,dress,gender
60418,215,41070,14,summer,dress:occasion,2,dress,occasion
60419,113,41071,11,denim,pants:color,2,pants,color
60420,113,41071,26,denim,pants:material,2,pants,material
60426,296,41074,21,rabbit fur,outerwear:material,2,outerwear,material
60427,102,41075,19,v neck,outerwear:collar,2,outerwear,collar
60435,229,41079,24,tassel,pants:decoration,2,pants,decoration
60436,241,41080,19,peter pan,outerwear:collar,2,outerwear,collar
60438,342,41082,21,cotton blends,outerwear:material,2,outerwear,material
60442,168,41085,21,polartec,outerwear:material,2,outerwear,material
60445,178,41087,3,brown,shoe:color,2,shoe,color
60446,181,41088,24,high waisted,pants:decoration,2,pants,decoration
60449,71,41090,13,jackets,outerwear:type,2,outerwear,type
60451,248,41092,34,ballet flats,shoe:flat type,2,shoe,flat type
60452,4,41092,1,women,shoe:gender,2,shoe,gender
60457,178,41096,3,brown,shoe:color,2,shoe,color
60458,1,41096,1,men,shoe:gender,2,shoe,gender
60461,15,41098,17,navy,outerwear:color,2,outerwear,color
60462,81,41098,17,dark blue,outerwear:color,2,outerwear,color
60465,237,41101,5,belt,dress:decoration,2,dress,decoration
60466,113,41101,7,denim,dress:material,2,dress,material
60468,168,41103,21,polartec,outerwear:material,2,outerwear,material
60469,22,41104,9,boot,shoe:type,2,shoe,type
60470,349,41104,3,red black,shoe:color,2,shoe,color
60471,156,41104,3,burgundy,shoe:color,2,shoe,color
60472,27,41105,13,coats,outerwear:type,2,outerwear,type
60474,380,41107,5,hollow out,dress:decoration,2,dress,decoration
60475,20,41108,17,blue,outerwear:color,2,outerwear,color
60476,15,41108,17,navy,outerwear:color,2,outerwear,color
60477,81,41108,17,dark blue,outerwear:color,2,outerwear,color
60478,168,41109,21,polartec,outerwear:material,2,outerwear,material
60479,362,41110,13,hoodies,outerwear:type,2,outerwear,type
60480,36,41110,19,hooded,outerwear:collar,2,outerwear,collar
60481,99,41111,17,dark brown,outerwear:color,2,outerwear,color
60487,183,41114,23,jeans,pants:type,2,pants,type
60488,306,41114,26,denim jeans,pants:material,2,pants,material
60489,229,41115,24,tassel,pants:decoration,2,pants,decoration
60491,34,41117,35,long,dress:sleeve length,2,dress,sleeve length
60492,20,41117,6,blue,dress:color,2,dress,color
60494,41,41119,17,pink,outerwear:color,2,outerwear,color
60495,253,41120,21,terry,outerwear:material,2,outerwear,material
60496,181,41121,24,high waisted,pants:decoration,2,pants,decoration
60497,248,41122,34,ballet flats,shoe:flat type,2,shoe,flat type
60498,5,41122,9,flat,shoe:type,2,shoe,type
60499,5,41122,18,flat,shoe:heel type,2,shoe,heel type
60500,3,41122,3,black,shoe:color,2,shoe,color
60505,42,41127,31,kids,pants:age,2,pants,age
60506,334,41127,26,lycra,pants:material,2,pants,material
60507,62,41128,7,fur,dress:material,2,dress,material
60510,289,41130,26,goretex,pants:material,2,pants,material
60511,2,41131,2,adult,shoe:age,2,shoe,age
60512,4,41131,1,women,shoe:gender,2,shoe,gender
60513,183,41132,23,jeans,pants:type,2,pants,type
60522,27,41137,13,coats,outerwear:type,2,outerwear,type
60528,230,41140,25,solid,pants:pattern,2,pants,pattern
60529,230,41140,11,solid,pants:color,2,pants,color
60530,380,41141,5,hollow out,dress:decoration,2,dress,decoration
60531,64,41142,36,satin,shoe:material,2,shoe,material
60532,248,41142,34,ballet flats,shoe:flat type,2,shoe,flat type
60533,118,41143,11,grey,pants:color,2,pants,color
60534,275,41143,11,light grey,pants:color,2,pants,color
60535,111,41143,11,gray,pants:color,2,pants,color
60541,58,41146,8,skater,dress:silhouette,2,dress,silhouette
60542,3,41146,6,black,dress:color,2,dress,color
60545,95,41149,26,imitation leather,pants:material,2,pants,material
60546,94,41149,26,faux leather,pants:material,2,pants,material
60547,1,41150,32,men,pants:gender,2,pants,gender
60548,2,41150,31,adult,pants:age,2,pants,age
60554,26,41152,14,wedding,dress:occasion,2,dress,occasion
60555,329,41152,14,castle,dress:occasion,2,dress,occasion
60557,248,41154,34,ballet flats,shoe:flat type,2,shoe,flat type
60558,37,41154,3,white,shoe:color,2,shoe,color
60560,81,41156,11,dark blue,pants:color,2,pants,color
60561,15,41156,11,navy,pants:color,2,pants,color
60564,151,41158,24,jogging,pants:decoration,2,pants,decoration
60567,172,41160,11,denim blue,pants:color,2,pants,color
60570,165,41162,9,pump,shoe:type,2,shoe,type
60571,2,41162,2,adult,shoe:age,2,shoe,age
60572,4,41162,1,women,shoe:gender,2,shoe,gender
60573,47,41162,18,high,shoe:heel type,2,shoe,heel type
60575,3,41164,17,black,outerwear:color,2,outerwear,color
60576,282,41164,20,baby,outerwear:age,2,outerwear,age
60577,60,41164,13,parka,outerwear:type,2,outerwear,type
60579,253,41166,21,terry,outerwear:material,2,outerwear,material
60580,329,41167,14,castle,dress:occasion,2,dress,occasion
60582,48,41169,25,striped,pants:pattern,2,pants,pattern
60583,33,41169,11,black white,pants:color,2,pants,color
60584,49,41169,26,stripe,pants:material,2,pants,material
60585,181,41169,24,high waisted,pants:decoration,2,pants,decoration
60586,253,41170,21,terry,outerwear:material,2,outerwear,material
60587,100,41171,21,woolen,outerwear:material,2,outerwear,material
60588,252,41172,26,knitted,pants:material,2,pants,material
60590,113,41174,21,denim,outerwear:material,2,outerwear,material
60591,94,41175,26,faux leather,pants:material,2,pants,material
60592,183,41175,26,jeans,pants:material,2,pants,material
60593,260,41175,26,pu,pants:material,2,pants,material
60594,321,41175,26,pu leather,pants:material,2,pants,material
60596,178,41177,3,brown,shoe:color,2,shoe,color
60597,300,41178,39,single button,outerwear:closure type,2,outerwear,closure type
60598,113,41178,21,denim,outerwear:material,2,outerwear,material
60601,183,41180,23,jeans,pants:type,2,pants,type
60602,113,41180,11,denim,pants:color,2,pants,color
60603,172,41180,11,denim blue,pants:color,2,pants,color
60604,113,41180,26,denim,pants:material,2,pants,material
60605,106,41180,11,light blue,pants:color,2,pants,color
60606,330,41180,11,blue jeans,pants:color,2,pants,color
60607,183,41180,26,jeans,pants:material,2,pants,material
60608,249,41181,24,scratched,pants:decoration,2,pants,decoration
60609,334,41182,26,lycra,pants:material,2,pants,material
60610,210,41182,26,polyester,pants:material,2,pants,material
60611,33,41183,11,black white,pants:color,2,pants,color
60612,323,41184,14,versatile,dress:occasion,2,dress,occasion
60613,183,41185,23,jeans,pants:type,2,pants,type
60614,183,41185,26,jeans,pants:material,2,pants,material
60615,346,41186,14,celebrity,dress:occasion,2,dress,occasion
60616,23,41186,6,red,dress:color,2,dress,color
60617,205,41186,38,strapless,dress:collar,2,dress,collar
60618,133,41186,14,evening,dress:occasion,2,dress,occasion
60619,72,41186,14,red carpet,dress:occasion,2,dress,occasion
60621,20,41188,17,blue,outerwear:color,2,outerwear,color
60626,276,41191,36,snakeskin,shoe:material,2,shoe,material
60627,254,41191,3,multicolor,shoe:color,2,shoe,color
60628,2,41191,2,adult,shoe:age,2,shoe,age
60629,4,41191,1,women,shoe:gender,2,shoe,gender
60630,210,41192,26,polyester,pants:material,2,pants,material
60633,20,41195,11,blue,pants:color,2,pants,color
60634,351,41196,12,above knee,dress:length,2,dress,length
60635,2,41196,29,adult,dress:age,2,dress,age
60636,4,41196,40,women,dress:gender,2,dress,gender
60639,152,41199,19,fox fur,outerwear:collar,2,outerwear,collar
60641,289,41201,26,goretex,pants:material,2,pants,material
60642,92,41202,21,leather,outerwear:material,2,outerwear,material
60643,1,41202,15,men,outerwear:gender,2,outerwear,gender
60644,172,41203,11,denim blue,pants:color,2,pants,color
60645,327,41203,24,ripped jeans,pants:decoration,2,pants,decoration
60646,372,41204,19,double,outerwear:collar,2,outerwear,collar
60649,54,41206,21,down,outerwear:material,2,outerwear,material
60650,227,41206,19,pillow,outerwear:collar,2,outerwear,collar
60651,27,41206,13,coats,outerwear:type,2,outerwear,type
60652,71,41207,13,jackets,outerwear:type,2,outerwear,type
60654,34,41209,35,long,dress:sleeve length,2,dress,sleeve length
60655,2,41210,20,adult,outerwear:age,2,outerwear,age
60656,34,41210,27,long,outerwear:length,2,outerwear,length
60657,4,41210,15,women,outerwear:gender,2,outerwear,gender
60658,349,41211,3,red black,shoe:color,2,shoe,color
60659,23,41211,3,red,shoe:color,2,shoe,color
60661,49,41213,26,stripe,pants:material,2,pants,material
60662,48,41213,25,striped,pants:pattern,2,pants,pattern
60663,297,41214,11,wine,pants:color,2,pants,color
60664,15,41215,17,navy,outerwear:color,2,outerwear,color
60665,289,41216,21,goretex,outerwear:material,2,outerwear,material
60666,273,41217,8,sheath,dress:silhouette,2,dress,silhouette
60669,253,41220,21,terry,outerwear:material,2,outerwear,material
60670,321,41221,26,pu leather,pants:material,2,pants,material
60671,320,41222,16,open toe,shoe:toe shape,2,shoe,toe shape
60673,47,41224,4,high,shoe:up height,2,shoe,up height
60674,2,41224,2,adult,shoe:age,2,shoe,age
60675,152,41225,19,fox fur,outerwear:collar,2,outerwear,collar
60676,346,41226,14,celebrity,dress:occasion,2,dress,occasion
60677,133,41227,14,evening,dress:occasion,2,dress,occasion
60678,346,41227,14,celebrity,dress:occasion,2,dress,occasion
60679,20,41227,6,blue,dress:color,2,dress,color
60680,134,41227,14,formal,dress:occasion,2,dress,occasion
60681,98,41227,6,royal blue,dress:color,2,dress,color
60682,196,41227,14,prom,dress:occasion,2,dress,occasion
60683,34,41227,12,long,dress:length,2,dress,length
60684,24,41227,7,lace,dress:material,2,dress,material
60685,40,41228,3,silver,shoe:color,2,shoe,color
60690,329,41230,14,castle,dress:occasion,2,dress,occasion
60691,112,41231,26,cotton,pants:material,2,pants,material
60692,144,41231,23,pants,pants:type,2,pants,type
60693,76,41232,4,kneehigh,shoe:up height,2,shoe,up height
60694,4,41232,1,women,shoe:gender,2,shoe,gender
60695,321,41233,26,pu leather,pants:material,2,pants,material
60696,94,41234,21,faux leather,outerwear:material,2,outerwear,material
60697,3,41234,17,black,outerwear:color,2,outerwear,color
60698,352,41234,21,synthetic leather,outerwear:material,2,outerwear,material
60699,92,41234,21,leather,outerwear:material,2,outerwear,material
60700,36,41234,19,hooded,outerwear:collar,2,outerwear,collar
60702,28,41236,17,camel,outerwear:color,2,outerwear,color
60703,177,41236,17,tan,outerwear:color,2,outerwear,color
60704,145,41237,22,slim,pants:fit,2,pants,fit
60705,166,41237,22,skinny,pants:fit,2,pants,fit
60709,145,41240,22,slim,pants:fit,2,pants,fit
60710,129,41240,24,camouflage,pants:decoration,2,pants,decoration
60711,129,41240,25,camouflage,pants:pattern,2,pants,pattern
60712,129,41240,11,camouflage,pants:color,2,pants,color
60713,173,41240,25,camo,pants:pattern,2,pants,pattern
60714,173,41240,11,camo,pants:color,2,pants,color
60715,18,41241,4,low,shoe:up height,2,shoe,up height
60717,95,41243,26,imitation leather,pants:material,2,pants,material
60718,94,41243,26,faux leather,pants:material,2,pants,material
60720,352,41245,21,synthetic leather,outerwear:material,2,outerwear,material
60721,94,41245,21,faux leather,outerwear:material,2,outerwear,material
60722,3,41245,17,black,outerwear:color,2,outerwear,color
60723,92,41245,21,leather,outerwear:material,2,outerwear,material
60724,18,41246,4,low,shoe:up height,2,shoe,up height
60725,110,41247,11,navy blue,pants:color,2,pants,color
60726,20,41247,11,blue,pants:color,2,pants,color
60727,81,41247,11,dark blue,pants:color,2,pants,color
60728,351,41248,12,above knee,dress:length,2,dress,length
60729,252,41249,26,knitted,pants:material,2,pants,material
60730,94,41250,21,faux leather,outerwear:material,2,outerwear,material
60731,352,41250,21,synthetic leather,outerwear:material,2,outerwear,material
60732,92,41250,21,leather,outerwear:material,2,outerwear,material
60733,71,41250,13,jackets,outerwear:type,2,outerwear,type
60736,362,41252,13,hoodies,outerwear:type,2,outerwear,type
60737,36,41252,19,hooded,outerwear:collar,2,outerwear,collar
60738,145,41253,22,slim,pants:fit,2,pants,fit
60739,76,41254,4,kneehigh,shoe:up height,2,shoe,up height
60740,93,41255,23,leggings,pants:type,2,pants,type
60741,92,41255,26,leather,pants:material,2,pants,material
60742,93,41255,22,leggings,pants:fit,2,pants,fit
60743,94,41255,26,faux leather,pants:material,2,pants,material
60744,95,41255,26,imitation leather,pants:material,2,pants,material
60745,88,41256,21,fleece,outerwear:material,2,outerwear,material
60746,168,41256,21,polartec,outerwear:material,2,outerwear,material
60749,110,41258,3,navy blue,shoe:color,2,shoe,color
60750,81,41258,3,dark blue,shoe:color,2,shoe,color
60751,10,41258,9,sneaker,shoe:type,2,shoe,type
60752,20,41258,3,blue,shoe:color,2,shoe,color
60753,15,41258,3,navy,shoe:color,2,shoe,color
60755,283,41260,10,buckle,shoe:closure type,2,shoe,closure type
60756,39,41261,3,green,shoe:color,2,shoe,color
60757,71,41262,13,jackets,outerwear:type,2,outerwear,type
60758,168,41262,21,polartec,outerwear:material,2,outerwear,material
60759,88,41262,21,fleece,outerwear:material,2,outerwear,material
60760,372,41263,19,double,outerwear:collar,2,outerwear,collar
60761,36,41264,19,hooded,outerwear:collar,2,outerwear,collar
60762,362,41264,13,hoodies,outerwear:type,2,outerwear,type
60763,242,41265,23,suit,pants:type,2,pants,type
60764,289,41266,26,goretex,pants:material,2,pants,material
60766,183,41268,26,jeans,pants:material,2,pants,material
60767,183,41268,23,jeans,pants:type,2,pants,type
60768,1,41268,32,men,pants:gender,2,pants,gender
60769,2,41268,31,adult,pants:age,2,pants,age
60770,172,41268,11,denim blue,pants:color,2,pants,color
60771,362,41269,13,hoodies,outerwear:type,2,outerwear,type
60774,37,41271,6,white,dress:color,2,dress,color
60775,150,41271,8,ball gown,dress:silhouette,2,dress,silhouette
60776,287,41271,14,outdoor,dress:occasion,2,dress,occasion
60777,346,41272,14,celebrity,dress:occasion,2,dress,occasion
60778,362,41273,13,hoodies,outerwear:type,2,outerwear,type
60780,253,41275,21,terry,outerwear:material,2,outerwear,material
60782,23,41277,11,red,pants:color,2,pants,color
60783,323,41278,14,versatile,dress:occasion,2,dress,occasion
60784,23,41279,6,red,dress:color,2,dress,color
60785,346,41279,14,celebrity,dress:occasion,2,dress,occasion
60786,134,41279,14,formal,dress:occasion,2,dress,occasion
60787,4,41280,1,women,shoe:gender,2,shoe,gender
60791,82,41283,37,embroidered,dress:pattern,2,dress,pattern
60792,352,41284,21,synthetic leather,outerwear:material,2,outerwear,material
60797,94,41286,26,faux leather,pants:material,2,pants,material
60798,92,41286,26,leather,pants:material,2,pants,material
60799,95,41286,26,imitation leather,pants:material,2,pants,material
60800,253,41287,21,terry,outerwear:material,2,outerwear,material
60801,71,41288,13,jackets,outerwear:type,2,outerwear,type
60806,113,41291,11,denim,pants:color,2,pants,color
60807,181,41291,24,high waisted,pants:decoration,2,pants,decoration
60808,209,41291,26,stretch,pants:material,2,pants,material
60809,20,41291,11,blue,pants:color,2,pants,color
60810,172,41291,11,denim blue,pants:color,2,pants,color
60811,113,41291,26,denim,pants:material,2,pants,material
60812,106,41291,11,light blue,pants:color,2,pants,color
60815,3,41293,3,black,shoe:color,2,shoe,color
60816,4,41293,1,women,shoe:gender,2,shoe,gender
60817,47,41293,4,high,shoe:up height,2,shoe,up height
60818,352,41294,21,synthetic leather,outerwear:material,2,outerwear,material
60819,4,41295,32,women,pants:gender,2,pants,gender
60820,2,41295,31,adult,pants:age,2,pants,age
60821,168,41296,21,polartec,outerwear:material,2,outerwear,material
60825,113,41300,21,denim,outerwear:material,2,outerwear,material
60826,184,41301,10,ankle strap,shoe:closure type,2,shoe,closure type
60827,184,41301,41,ankle strap,shoe:back counter type,2,shoe,back counter type
60828,18,41301,4,low,shoe:up height,2,shoe,up height
60829,128,41301,9,sandals,shoe:type,2,shoe,type
60830,5,41301,4,flat,shoe:up height,2,shoe,up height
60831,5,41301,18,flat,shoe:heel type,2,shoe,heel type
60833,156,41303,11,burgundy,pants:color,2,pants,color
60834,23,41303,11,red,pants:color,2,pants,color
60836,5,41305,18,flat,shoe:heel type,2,shoe,heel type
60837,3,41305,3,black,shoe:color,2,shoe,color
60838,5,41305,4,flat,shoe:up height,2,shoe,up height
60839,5,41305,9,flat,shoe:type,2,shoe,type
60840,329,41306,14,castle,dress:occasion,2,dress,occasion
60848,166,41311,22,skinny,pants:fit,2,pants,fit
60849,145,41311,22,slim,pants:fit,2,pants,fit
60850,1,41311,32,men,pants:gender,2,pants,gender
60851,2,41311,31,adult,pants:age,2,pants,age
60852,362,41312,13,hoodies,outerwear:type,2,outerwear,type
60853,3,41313,6,black,dress:color,2,dress,color
60854,380,41313,5,hollow out,dress:decoration,2,dress,decoration
60855,24,41313,7,lace,dress:material,2,dress,material
60856,34,41313,35,long,dress:sleeve length,2,dress,sleeve length
60857,346,41314,14,celebrity,dress:occasion,2,dress,occasion
60860,95,41316,26,imitation leather,pants:material,2,pants,material
60861,94,41316,26,faux leather,pants:material,2,pants,material
60869,230,41321,11,solid,pants:color,2,pants,color
60870,118,41321,11,grey,pants:color,2,pants,color
60871,230,41321,25,solid,pants:pattern,2,pants,pattern
60872,329,41322,14,castle,dress:occasion,2,dress,occasion
60875,178,41325,17,brown,outerwear:color,2,outerwear,color
60877,227,41327,19,pillow,outerwear:collar,2,outerwear,collar
60880,342,41329,21,cotton blends,outerwear:material,2,outerwear,material
60883,4,41331,1,women,shoe:gender,2,shoe,gender
60884,2,41331,2,adult,shoe:age,2,shoe,age
60885,38,41332,17,khaki,outerwear:color,2,outerwear,color
60886,177,41332,17,tan,outerwear:color,2,outerwear,color
60887,372,41333,19,double,outerwear:collar,2,outerwear,collar
60888,253,41334,21,terry,outerwear:material,2,outerwear,material
60890,5,41336,18,flat,shoe:heel type,2,shoe,heel type
60891,248,41336,34,ballet flats,shoe:flat type,2,shoe,flat type
60892,3,41336,3,black,shoe:color,2,shoe,color
60893,5,41336,9,flat,shoe:type,2,shoe,type
60894,372,41337,19,double,outerwear:collar,2,outerwear,collar
60897,4,41340,1,women,shoe:gender,2,shoe,gender
60898,2,41340,2,adult,shoe:age,2,shoe,age
60903,343,41344,14,holiday,dress:occasion,2,dress,occasion
60904,15,41345,17,navy,outerwear:color,2,outerwear,color
60905,35,41346,8,lace applique,dress:silhouette,2,dress,silhouette
60906,171,41347,14,casual,dress:occasion,2,dress,occasion
60907,37,41348,6,white,dress:color,2,dress,color
60908,27,41349,13,coats,outerwear:type,2,outerwear,type
60909,95,41350,26,imitation leather,pants:material,2,pants,material
60910,94,41350,26,faux leather,pants:material,2,pants,material
60911,92,41350,26,leather,pants:material,2,pants,material
60912,237,41351,5,belt,dress:decoration,2,dress,decoration
60916,113,41353,11,denim,pants:color,2,pants,color
60917,172,41353,11,denim blue,pants:color,2,pants,color
60919,266,41355,39,pullover,outerwear:closure type,2,outerwear,closure type
60926,20,41359,6,blue,dress:color,2,dress,color
60927,106,41359,6,light blue,dress:color,2,dress,color
60930,202,41361,39,button,outerwear:closure type,2,outerwear,closure type
60934,118,41364,11,grey,pants:color,2,pants,color
60935,152,41365,19,fox fur,outerwear:collar,2,outerwear,collar
60936,380,41366,5,hollow out,dress:decoration,2,dress,decoration
60937,3,41367,17,black,outerwear:color,2,outerwear,color
60938,88,41367,21,fleece,outerwear:material,2,outerwear,material
60939,168,41367,21,polartec,outerwear:material,2,outerwear,material
60944,229,41371,24,tassel,pants:decoration,2,pants,decoration
60945,97,41372,6,lavender,dress:color,2,dress,color
60949,4,41374,15,women,outerwear:gender,2,outerwear,gender
60950,2,41374,20,adult,outerwear:age,2,outerwear,age
60953,92,41377,26,leather,pants:material,2,pants,material
60954,94,41377,26,faux leather,pants:material,2,pants,material
60955,144,41377,23,pants,pants:type,2,pants,type
60956,321,41377,26,pu leather,pants:material,2,pants,material
60957,297,41378,11,wine,pants:color,2,pants,color
60959,342,41380,21,cotton blends,outerwear:material,2,outerwear,material
60960,346,41381,14,celebrity,dress:occasion,2,dress,occasion
60963,2,41384,31,adult,pants:age,2,pants,age
60964,4,41384,32,women,pants:gender,2,pants,gender
60965,117,41385,30,glitter,shoe:decoration,2,shoe,decoration
60970,168,41389,21,polartec,outerwear:material,2,outerwear,material
60971,380,41390,5,hollow out,dress:decoration,2,dress,decoration
60972,62,41391,7,fur,dress:material,2,dress,material
60981,253,41398,21,terry,outerwear:material,2,outerwear,material
60987,297,41402,11,wine,pants:color,2,pants,color
60988,113,41403,21,denim,outerwear:material,2,outerwear,material
60993,40,41407,3,silver,shoe:color,2,shoe,color
60994,83,41408,26,mesh,pants:material,2,pants,material
60995,249,41409,24,scratched,pants:decoration,2,pants,decoration
60996,38,41410,6,khaki,dress:color,2,dress,color
60997,3,41411,6,black,dress:color,2,dress,color
60998,237,41411,5,belt,dress:decoration,2,dress,decoration
60999,260,41412,26,pu,pants:material,2,pants,material
61000,92,41412,26,leather,pants:material,2,pants,material
61001,321,41412,26,pu leather,pants:material,2,pants,material
61002,2,41413,2,adult,shoe:age,2,shoe,age
61003,4,41413,1,women,shoe:gender,2,shoe,gender
61004,23,41414,17,red,outerwear:color,2,outerwear,color
61005,27,41414,13,coats,outerwear:type,2,outerwear,type
61006,202,41415,39,button,outerwear:closure type,2,outerwear,closure type
61007,342,41416,21,cotton blends,outerwear:material,2,outerwear,material
61008,2,41417,20,adult,outerwear:age,2,outerwear,age
61009,4,41417,15,women,outerwear:gender,2,outerwear,gender
61011,248,41419,34,ballet flats,shoe:flat type,2,shoe,flat type
61012,5,41419,4,flat,shoe:up height,2,shoe,up height
61013,5,41419,9,flat,shoe:type,2,shoe,type
61014,5,41419,18,flat,shoe:heel type,2,shoe,heel type
61016,351,41421,12,above knee,dress:length,2,dress,length
61017,237,41422,5,belt,dress:decoration,2,dress,decoration
61018,139,41422,7,tulle,dress:material,2,dress,material
61021,71,41424,13,jackets,outerwear:type,2,outerwear,type
61022,15,41424,17,navy,outerwear:color,2,outerwear,color
61023,118,41425,11,grey,pants:color,2,pants,color
61024,248,41426,34,ballet flats,shoe:flat type,2,shoe,flat type
61025,105,41427,39,zip,outerwear:closure type,2,outerwear,closure type
61029,23,41429,11,red,pants:color,2,pants,color
61030,289,41430,26,goretex,pants:material,2,pants,material
61031,372,41431,19,double,outerwear:collar,2,outerwear,collar
61032,62,41432,7,fur,dress:material,2,dress,material
61033,346,41433,14,celebrity,dress:occasion,2,dress,occasion
61035,330,41435,11,blue jeans,pants:color,2,pants,color
61036,183,41435,23,jeans,pants:type,2,pants,type
61037,113,41435,11,denim,pants:color,2,pants,color
61038,255,41435,24,men jeans,pants:decoration,2,pants,decoration
61039,1,41435,32,men,pants:gender,2,pants,gender
61040,306,41435,26,denim jeans,pants:material,2,pants,material
61041,113,41435,26,denim,pants:material,2,pants,material
61042,172,41435,11,denim blue,pants:color,2,pants,color
61043,183,41435,26,jeans,pants:material,2,pants,material
61045,4,41437,32,women,pants:gender,2,pants,gender
61046,2,41437,31,adult,pants:age,2,pants,age
61047,321,41437,26,pu leather,pants:material,2,pants,material
61052,248,41441,34,ballet flats,shoe:flat type,2,shoe,flat type
61053,2,41442,20,adult,outerwear:age,2,outerwear,age
61054,1,41442,15,men,outerwear:gender,2,outerwear,gender
61055,113,41442,21,denim,outerwear:material,2,outerwear,material
61057,4,41444,32,women,pants:gender,2,pants,gender
61058,2,41444,31,adult,pants:age,2,pants,age
61059,287,41445,14,outdoor,dress:occasion,2,dress,occasion
61060,337,41446,7,metal,dress:material,2,dress,material
61064,152,41449,19,fox fur,outerwear:collar,2,outerwear,collar
61065,62,41449,19,fur,outerwear:collar,2,outerwear,collar
61066,380,41450,5,hollow out,dress:decoration,2,dress,decoration
61067,41,41451,3,pink,shoe:color,2,shoe,color
61069,34,41453,27,long,outerwear:length,2,outerwear,length
61070,3,41453,17,black,outerwear:color,2,outerwear,color
61071,27,41453,13,coats,outerwear:type,2,outerwear,type
61076,362,41455,13,hoodies,outerwear:type,2,outerwear,type
61077,229,41456,24,tassel,pants:decoration,2,pants,decoration
61082,107,41459,11,print,pants:color,2,pants,color
61083,107,41459,25,print,pants:pattern,2,pants,pattern
61084,107,41459,24,print,pants:decoration,2,pants,decoration
61085,287,41460,14,outdoor,dress:occasion,2,dress,occasion
61087,362,41462,13,hoodies,outerwear:type,2,outerwear,type
61088,22,41463,9,boot,shoe:type,2,shoe,type
61089,60,41464,13,parka,outerwear:type,2,outerwear,type
61090,36,41464,19,hooded,outerwear:collar,2,outerwear,collar
61091,39,41464,17,green,outerwear:color,2,outerwear,color
61092,274,41464,17,army green,outerwear:color,2,outerwear,color
61098,249,41468,24,scratched,pants:decoration,2,pants,decoration
61099,92,41469,21,leather,outerwear:material,2,outerwear,material
61100,156,41469,17,burgundy,outerwear:color,2,outerwear,color
61104,323,41471,14,versatile,dress:occasion,2,dress,occasion
61105,172,41472,11,denim blue,pants:color,2,pants,color
61106,168,41473,21,polartec,outerwear:material,2,outerwear,material
61110,346,41475,14,celebrity,dress:occasion,2,dress,occasion
61111,39,41476,11,green,pants:color,2,pants,color
61112,297,41477,11,wine,pants:color,2,pants,color
61113,248,41478,34,ballet flats,shoe:flat type,2,shoe,flat type
61117,330,41481,11,blue jeans,pants:color,2,pants,color
61118,287,41482,14,outdoor,dress:occasion,2,dress,occasion
61119,14,41482,12,midi,dress:length,2,dress,length
61120,1,41483,15,men,outerwear:gender,2,outerwear,gender
61124,265,41486,16,square,shoe:toe shape,2,shoe,toe shape
61125,289,41487,26,goretex,pants:material,2,pants,material
61126,2,41488,31,adult,pants:age,2,pants,age
61127,166,41488,22,skinny,pants:fit,2,pants,fit
61128,1,41488,32,men,pants:gender,2,pants,gender
61129,145,41488,22,slim,pants:fit,2,pants,fit
61130,183,41489,23,jeans,pants:type,2,pants,type
61131,183,41489,26,jeans,pants:material,2,pants,material
61134,329,41492,14,castle,dress:occasion,2,dress,occasion
61135,92,41493,26,leather,pants:material,2,pants,material
61140,221,41496,30,waterproof,shoe:decoration,2,shoe,decoration
61141,1,41496,1,men,shoe:gender,2,shoe,gender
61142,2,41496,2,adult,shoe:age,2,shoe,age
61143,176,41497,26,linen,pants:material,2,pants,material
61151,249,41500,24,scratched,pants:decoration,2,pants,decoration
61156,249,41503,24,scratched,pants:decoration,2,pants,decoration
61157,95,41504,26,imitation leather,pants:material,2,pants,material
61158,94,41504,26,faux leather,pants:material,2,pants,material
61159,71,41505,13,jackets,outerwear:type,2,outerwear,type
61165,260,41508,26,pu,pants:material,2,pants,material
61166,92,41508,26,leather,pants:material,2,pants,material
61167,144,41508,23,pants,pants:type,2,pants,type
61168,321,41508,26,pu leather,pants:material,2,pants,material
61169,1,41508,32,men,pants:gender,2,pants,gender
61170,2,41508,31,adult,pants:age,2,pants,age
61171,113,41509,11,denim,pants:color,2,pants,color
61172,113,41509,26,denim,pants:material,2,pants,material
61173,2,41509,31,adult,pants:age,2,pants,age
61174,1,41509,32,men,pants:gender,2,pants,gender
61175,20,41509,11,blue,pants:color,2,pants,color
61176,39,41510,3,green,shoe:color,2,shoe,color
61180,178,41512,17,brown,outerwear:color,2,outerwear,color
61186,172,41514,11,denim blue,pants:color,2,pants,color
61187,2,41514,31,adult,pants:age,2,pants,age
61188,183,41514,23,jeans,pants:type,2,pants,type
61189,148,41514,25,ripped,pants:pattern,2,pants,pattern
61190,1,41514,32,men,pants:gender,2,pants,gender
61191,166,41514,22,skinny,pants:fit,2,pants,fit
